Compound,HMDB,KEGG,High.Confidence.Annotation,Compound.Name,Retention.Time,m.z,Cluster..if.DA.,Putative.Chemical.Class,Adduct,hmdb_name,hmdb_theoretical_mz,hmdb_mz_diff,hmdb_ppm_error,hmdb_best_adduct,hmdb_match_quality,hmdb_match_strategy,kegg_theoretical_mz,kegg_mz_diff,kegg_ppm_error,kegg_best_adduct,kegg_match_quality,kegg_match_strategy
C8-pos_Cluster_1369: C16:1 CE,,,True,C16:1 CE,11.625544,640.602783,2.0,Cholesteryl esters,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1386: C16:1 CE*,,,False,C16:1 CE*,11.627639,645.557757,2.0,Cholesteryl esters,[M+Na]+,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_1773: C16:1 LPC plasmalogen*,,,False,C16:1 LPC plasmalogen*,7.530619,480.342826,14.0,1-(1Z-alkenyl)-glycero-3-phosphocholines,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0354: C16:1 MAG,,,True,C16:1 MAG,4.959597,351.250395,,1-monoacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0313: C16:1 MAG*,,,False,C16:1 MAG*,4.840698,339.250073,,1-monoacylglycerols,,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1647: C16:1 SM,,,True,C16:1 SM,7.695674,701.556757,,,[M+Na]+,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_1593: C18 carnitine,,,True,C18 carnitine,6.455731,428.37169,1.0,Acyl carnitines,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1525: C18:0 CE,,,True,C18:0 CE,12.387281,675.604039,1.0,Cholesteryl esters,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1502: C18:0 CE,,,True,C18:0 CE,12.372106,670.650143,,Cholesteryl esters,[M+NH4]+,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_1899: C18:0 LPC,,,True,C18:0 LPC,7.570429,524.369027,,1-acyl-sn-glycero-3-phosphocholines,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0949: C18:0 LPC,,,True,C18:0 LPC,5.303413,524.371152,9.0,1-acyl-sn-glycero-3-phosphocholines,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0467: C18:0 MAG,,,True,C18:0 MAG,5.72305,381.296567,,1-monoacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0446: C18:0 MAG,,,True,C18:0 MAG,5.71969,376.340419,,1-monoacylglycerols,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1758: C18:0 SM,,,True,C18:0 SM,8.557205,731.606607,1.0,Sphingolipids,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0410: C18:0e MAG,,,True,C18:0e MAG,6.190883,367.318449,10.0,Monoalkylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0338: C18:0e MAG,,,True,C18:0e MAG,6.184319,345.336485,10.0,Monoalkylglycerols,[M+H]+,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_1586: C18:1 carnitine,,,True,C18:1 carnitine,6.477161,426.355876,3.0,Fatty acid esters,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1490: C18:1 CE,,,True,C18:1 CE,12.043032,668.634054,,,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1514: C18:1 CE  ,,,True,C18:1 CE,12.049957,673.58944,9.0,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0945: C18:1 LPC,,,True,C18:1 LPC,4.938243,522.355717,,1-acyl-sn-glycero-3-phosphocholines,[M+H]+,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_1855: C18:1 LPC plasmalogen*,,,False,C18:1 LPC plasmalogen*,7.738521,508.374035,22.0,1-(1Z-alkenyl)-glycero-3-phosphocholines,[M+H]+,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_1893: C18:1 LPC*,,,False,C18:1 LPC*,7.615695,522.3534,,1-acyl-sn-glycero-3-phosphocholines,[M+H]+,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_1580: C18:2 carnitine,HMDB0006469,,True,C18:2 carnitine,6.524092,424.340387,3.0,Acyl carnitines,[M+H]+,Linoleyl carnitine,424.342135,-0.001748,4.12,[M]+,good,iso+0.000_loss-0.000,,,,,no_id,
C8-pos_Cluster_1478: C18:2 CE,,,True,C18:2 CE,11.716127,666.618408,9.0,Cholesteryl esters,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1504: C18:2 CE*,,,False,C18:2 CE*,11.726673,671.573482,9.0,Cholesteryl esters,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0939: C18:2 LPC,,,True,C18:2 LPC,4.600409,520.340406,,1-acyl-sn-glycero-3-phosphocholines,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1468: C18:3 CE,,,True,C18:3 CE,11.45202,664.602057,,Cholesteryl esters,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1494: C18:3 CE*,,,False,C18:3 CE*,11.453383,669.558808,9.0,Cholesteryl esters,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0936: C18:3 LPC,,,True,C18:3 LPC,4.766593,518.321945,14.0,1-acyl-sn-glycero-3-phosphocholines,[M+H]+,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0453: C2 carnitine,HMDB0000201,C02571,True,C2 carnitine,8.585624,204.12232,,,[M+H]+,L-Acetylcarnitine,204.123583,-0.001263,6.19,[M]+,borderline,iso+0.000_loss-0.000,204.1236,-0.00128,6.27,[M]+,borderline,iso+0.000_loss-0.000
HILIC-pos_Cluster_1691: C20 carnitine,,,True,C20 carnitine,6.358002,456.402781,,Acyl carnitines,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0915: C20:0 LPE,,,True,C20:0 LPE,5.028875,510.356003,,1-acyl-sn-glycero-3-phosphoethanolamines,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1610: C20:3 CE,,,True,C20:3 CE,11.82771,692.632743,,Cholesteryl esters,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1635: C20:3 CE*,,,False,C20:3 CE*,11.837011,697.588338,,Cholesteryl esters,[M+Na]+,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_1673: C20:4 carnitine,,,True,C20:4 carnitine,6.219689,448.340197,18.0,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1623: C20:4 CE,,,True,C20:4 CE,11.573799,695.573841,9.0,Cholesteryl esters,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1597: C20:4 CE,,,True,C20:4 CE,11.569904,690.618702,9.0,Cholesteryl esters,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1614: C20:5 CE,,,True,C20:5 CE,11.316771,693.560861,1.0,Cholesteryl esters,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1012: C20:5 LPC,,,True,C20:5 LPC,4.607839,542.321749,,1-acyl-sn-glycero-3-phosphocholines,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1888: C22:0 SM,,,True,C22:0 SM,9.45803,787.669656,9.0,Sphingolipids,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0678: C22:1 MAG,,,True,C22:1 MAG,6.778841,435.344659,,1-monoacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1884: C22:1 SM,,,True,C22:1 SM,9.157656,785.653145,,Sphingolipids,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1722: C22:4 CE,,,True,C22:4 CE,11.949042,718.649241,1.0,Cholesteryl esters,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1742: C22:4 CE*,,,False,C22:4 CE*,11.950582,723.605699,1.0,Cholesteryl esters,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1712: C22:5 CE,,,True,C22:5 CE,11.672278,716.636644,1.0,Cholesteryl esters,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1736: C22:5 CE*,,,False,C22:5 CE*,11.681478,721.593876,1.0,Cholesteryl esters,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1726: C22:6 CE,,,True,C22:6 CE,11.439325,719.574628,,Cholesteryl esters,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1970: C24:0 SM,,,True,C24:0 SM,9.8734,815.697986,9.0,Sphingolipids,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_0868: C24:0 TAG,,,True,C24:0 TAG,6.457357,493.359345,,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2019: C24:1 SM ,,,True,C24:1 SM,9.493713,835.666318,1.0,Sphingolipids,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1965: C24:1 SM,,,True,C24:1 SM,9.494136,813.684583,9.0,Sphingolipids,[M+H]+,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0790: C3-DC-CH3 carnitine,,,True,C3-DC-CH3 carnitine,8.496401,262.127486,1.0,Acyl carnitines,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1070: C30:0 DAG,,,True,C30:0 DAG,8.556091,563.467383,,"1,2-diacylglycerols",[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1186: C32:0 DAG,,,True,C32:0 DAG,9.032395,591.495675,,"1,2-diacylglycerols",[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1761: C32:1 PC,,,True,C32:1 PC,8.182908,732.555334,,Phosphatidylcholines,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1146: C32:2 DAG*,,,False,C32:2 DAG*,8.383768,582.512028,,"1,2-diacylglycerols",[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1302: C34:0 DAG*,,,False,C34:0 DAG*,9.451524,619.526096,,"1,2-diacylglycerols",[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1727: C34:0 PE,,,True,C34:0 PE,8.234821,720.552435,,Phosphatidylethanolamines,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1277: C34:1 DAG*,,,False,C34:1 DAG*,9.166925,612.556705,,"1,2-diacylglycerols",[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1821: C34:1 PC,,,True,C34:1 PC,8.644594,760.585077,,Phosphatidylcholines,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1800: C34:1 PC plasmalogen-A,,,True,C34:1 PC plasmalogen-A,8.937513,746.606622,1.0,"1-(1Z-alkenyl),2-acyl-glycerophosphocholines",[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1291: C34:2 DAG,,,True,C34:2 DAG,8.857822,615.496328,33.0,Lineolic acids and derivatives,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1271: C34:2 DAG*,,,False,C34:2 DAG*,8.857536,610.541065,33.0,Lineolic acids and derivatives,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1817: C34:2 PC,,,True,C34:2 PC,8.33618,758.569056,,Phosphatidylcholines,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1282: C34:3 DAG,,,True,C34:3 DAG,8.566257,613.481674,1.0,Lineolic acids and derivatives,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1262: C34:3 DAG*,,,False,C34:3 DAG*,8.565138,608.522785,1.0,Lineolic acids and derivatives,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1393: C36:0 DAG,,,True,C36:0 DAG,9.841556,647.558665,,"1,2-diacylglycerols",[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1889: C36:1 PC,,,True,C36:1 PC,9.080408,788.615447,,Phosphatidylcholines,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1377: C36:2 DAG,,,True,C36:2 DAG,9.289662,643.529436,,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1364: C36:2 DAG*,,,False,C36:2 DAG*,9.289324,638.572444,33.0,,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1886: C36:2 PC,,,True,C36:2 PC,8.799074,786.599895,,,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1856: C36:2 PC plasmalogen,,,True,C36:2 PC plasmalogen,9.078802,772.622539,2.0,"1-(1Z-alkenyl),2-acyl-glycerophosphocholines",[M+H]+,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_2372: C36:2 PC*,,,False,C36:2 PC*,6.491711,786.59628,,,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1373: C36:3 DAG,,,True,C36:3 DAG,8.991042,641.512618,,Lineolic acids and derivatives,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1358: C36:3 DAG*,,,False,C36:3 DAG*,8.989347,636.558642,33.0,Lineolic acids and derivatives,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1879: C36:3 PC,,,True,C36:3 PC,8.497757,784.586819,,Phosphatidylcholines,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1367: C36:4 DAG,,,True,C36:4 DAG,8.686175,639.497236,33.0,Lineolic acids and derivatives,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1351: C36:4 DAG*,,,False,C36:4 DAG*,8.686777,634.541003,33.0,Lineolic acids and derivatives,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1873: C36:4 PC-A,,,True,C36:4 PC-A,8.140944,782.570672,,Phosphatidylcholines,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1874: C36:4 PC-B,,,True,C36:4 PC-B,8.357279,782.568897,,Phosphatidylcholines,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1833: C36:5 PC plasmalogen-A,,,True,C36:5 PC plasmalogen-A,8.250746,766.57843,1.0,"1-(1Z-alkenyl),2-acyl-glycerophosphocholines",[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1835: C36:5 PC plasmalogen-B,,,True,C36:5 PC plasmalogen-B,8.644664,766.572988,,"1-(1Z-alkenyl),2-acyl-glycerophosphocholines",[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1473: C38:5 DAG*,,,False,C38:5 DAG*,8.943306,665.512314,,"1,2-diacylglycerols",[M+Na]+,,,,,,no_id,,,,,,no_id,
HILIC-pos_Cluster_0625: C4 carnitine,,,True,C4 carnitine,7.889518,232.153366,1.0,,[M+H]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1799: C42:0 TAG,,,True,C42:0 TAG,10.826807,745.631439,,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1791: C42:0 TAG,,,True,C42:0 TAG,10.82465,740.678078,,,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1861: C44:0 TAG,,,True,C44:0 TAG,11.187668,773.661475,,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1848: C44:0 TAG*,,,False,C44:0 TAG*,11.184397,768.708936,,Triacylglycerols,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1854: C44:1 TAG,,,True,C44:1 TAG,10.928481,771.647572,,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1837: C44:1 TAG,,,True,C44:1 TAG,10.923041,766.692069,1.0,,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1932: C46:0 TAG,,,True,C46:0 TAG,11.526179,801.69486,,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1912: C46:0 TAG*,,,False,C46:0 TAG*,11.529201,796.739627,,Triacylglycerols,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1922: C46:1 TAG,,,True,C46:1 TAG,11.275558,799.678727,,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1907: C46:1 TAG*,,,False,C46:1 TAG*,11.276498,794.722711,,,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1915: C46:2 TAG,,,True,C46:2 TAG,11.024304,797.661789,,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1902: C46:2 TAG*,,,False,C46:2 TAG*,11.023945,792.70552,,Triacylglycerols,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2003: C48:0 TAG,,,True,C48:0 TAG,11.860174,829.724585,,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1992: C48:0 TAG*,,,False,C48:0 TAG*,11.861366,824.769991,,,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1997: C48:1 TAG,,,True,C48:1 TAG,11.609059,827.710874,,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1995: C48:2 TAG,,,True,C48:2 TAG,11.362544,825.694264,,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1976: C48:2 TAG*,,,False,C48:2 TAG*,11.367011,820.737416,,Triacylglycerols,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1987: C48:3 TAG,,,True,C48:3 TAG,11.118497,823.679486,,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_1980: C48:4 TAG,,,True,C48:4 TAG,10.864176,821.664125,,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2022: C49:1 TAG,,,True,C49:1 TAG,11.764544,836.7706,,,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2088: C50:0 TAG,,,True,C50:0 TAG,12.228235,857.756895,,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2081: C50:1 TAG,,,True,C50:1 TAG,11.95418,855.741439,,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2064: C50:1 TAG*,,,False,C50:1 TAG*,11.953231,850.785964,33.0,Triacylglycerols,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2075: C50:2 TAG,,,True,C50:2 TAG,11.695456,853.726038,,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2069: C50:3 TAG,,,True,C50:3 TAG,11.456274,851.709849,,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2046: C50:3 TAG*,,,False,C50:3 TAG*,11.453267,846.754105,,,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2056: C50:4 TAG,,,True,C50:4 TAG,11.215287,849.693242,,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2040: C50:4 TAG*,,,False,C50:4 TAG*,11.211007,844.740122,,,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2048: C50:5 TAG,,,True,C50:5 TAG,10.955001,847.680515,,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2130: C51:0 TAG*,,,False,C51:0 TAG*,12.403503,871.768451,,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2117: C51:2 TAG*,,,False,C51:2 TAG*,11.862853,867.742378,,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2102: C51:2 TAG*,,,False,C51:2 TAG*,11.864224,862.785469,,Triacylglycerols,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2094: C51:3 TAG*,,,False,C51:3 TAG*,11.611665,860.770334,,,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2168: C52:0 TAG,,,True,C52:0 TAG,12.605217,885.787857,,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2154: C52:0 TAG*,,,False,C52:0 TAG*,12.610295,880.832798,,Triacylglycerols,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2161: C52:1 TAG,,,True,C52:1 TAG,12.311181,883.772469,,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2147: C52:1 TAG*,,,False,C52:1 TAG*,12.304073,878.810885,1.0,Triacylglycerols,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2156: C52:2 TAG,,,True,C52:2 TAG,12.046012,881.757443,,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2140: C52:2 TAG*,,,False,C52:2 TAG*,12.044946,876.802961,33.0,,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2149: C52:3 TAG,,,True,C52:3 TAG,11.790252,879.741796,33.0,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2136: C52:3 TAG*,,,False,C52:3 TAG*,11.787681,874.786794,33.0,Triacylglycerols,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2141: C52:4 TAG,,,True,C52:4 TAG,11.540259,877.725965,33.0,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2132: C52:4 TAG*,,,False,C52:4 TAG*,11.539806,872.77143,33.0,,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2138: C52:5 TAG,,,True,C52:5 TAG,11.307026,875.712613,9.0,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2124: C52:5 TAG*,,,False,C52:5 TAG*,11.307079,870.755439,9.0,Triacylglycerols,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2134: C52:6 TAG,,,True,C52:6 TAG,11.066022,873.694315,9.0,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2119: C52:6 TAG*,,,False,C52:6 TAG*,11.066136,868.738923,1.0,,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2128: C52:7 TAG,,,True,C52:7 TAG,10.821649,871.682557,,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2178: C53:3 TAG*,,,False,C53:3 TAG*,11.96217,888.798113,,,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2192: C53:3 TAG*,,,False,C53:3 TAG*,11.968144,893.7566,,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2242: C54:1 TAG,,,True,C54:1 TAG,12.68823,911.805326,,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2240: C54:2 TAG,,,True,C54:2 TAG,12.407129,909.790505,33.0,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2233: C54:3 TAG,,,True,C54:3 TAG,12.150266,907.772896,33.0,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2218: C54:3 TAG*,,,False,C54:3 TAG*,12.147274,902.816707,33.0,Triacylglycerols,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2226: C54:4 TAG,,,True,C54:4 TAG,11.891407,905.756823,33.0,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2211: C54:4 TAG*,,,False,C54:4 TAG*,11.888264,900.802205,33.0,,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2220: C54:5 TAG,,,True,C54:5 TAG,11.640319,903.742499,33.0,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2207: C54:5 TAG*,,,False,C54:5 TAG*,11.63787,898.786339,33.0,,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2215: C54:6 TAG,,,True,C54:6 TAG,11.397791,901.725337,33.0,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2201: C54:6 TAG*,,,False,C54:6 TAG*,11.395511,896.771255,33.0,Triacylglycerols,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2210: C54:7 TAG,,,True,C54:7 TAG,11.166372,899.709334,9.0,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2202: C54:8 TAG,,,True,C54:8 TAG,10.918401,897.696173,9.0,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2197: C54:9 TAG,,,True,C54:9 TAG,10.673255,895.679848,2.0,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2284: C55:2 TAG*,,,False,C55:2 TAG*,12.586698,923.7993,,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2277: C55:3 TAG*,,,False,C55:3 TAG*,12.315409,921.785871,,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2319: C56:1 TAG,,,True,C56:1 TAG,13.10915,939.834558,,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2308: C56:1 TAG*,,,False,C56:1 TAG*,13.10671,934.879787,,Triacylglycerols,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2313: C56:2 TAG,,,True,C56:2 TAG,12.791268,937.820021,33.0,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2306: C56:2 TAG*,,,False,C56:2 TAG*,12.789232,932.864434,,,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2311: C56:3 TAG,,,True,C56:3 TAG,12.502167,935.805034,33.0,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2303: C56:3 TAG*,,,False,C56:3 TAG*,12.499672,930.847883,33.0,,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2307: C56:4 TAG,,,True,C56:4 TAG,12.234596,933.789253,33.0,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2297: C56:4 TAG*,,,False,C56:4 TAG*,12.231816,928.83376,33.0,,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2304: C56:5 TAG,,,True,C56:5 TAG,11.970845,931.772886,,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2300: C56:6 TAG,,,True,C56:6 TAG,11.721509,929.758223,,,[M+Na]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2286: C56:6 TAG*,,,False,C56:6 TAG*,11.729345,924.801313,,,[M+NH4]+,,,,,,no_id,,,,,,no_id,
C8-pos_Cluster_2293: C56:7 TAG,,,True,C56:7 TAG,11.482028,927.743962,,Triacylglycerols,[M+Na]+,,,,,,no_id,,,,,,no_id,
